;Age;Gender;Education Level;Job Title;Years of Experience;Salary_usd;Country;Race;Graduated high-school type;Hours-per-week;Avarege Salary per-year_usd;Employment type 
2596;24.0;Male;Bachelor's Degree;Back end Developer;2.0;63901.0;Canada;White;State; 47.5;87.288;FT
2597;45.0;Male;Master's Degree;Senior Software Engineer;22.0;181902.0;China;Korean;Private; 42.5;61.112;FT
2598;33.0;Female;Master's Degree;Full Stack Engineer;9.0;136533.0;UK;White;Private; 42.5;72.646;FT
2599;38.0;Male;Bachelor's Degree;Front end Developer;11.0;136285.0;Canada;White;State; 47.5;75.24;FT
2600;54.0;Female;PhD;Software Engineer Manager;31.0;191818.0;Australia;Australian;State; 42.5;140.94;FT
2601;42.0;Male;Master's Degree;Full Stack Engineer;19.0;176643.0;Canada;Black;State; 42.5;39.092;FT
2602;28.0;Female;Bachelor's Degree;Senior Project Engineer;4.0;70022.0;USA;White;Other;55;102.249;FT
2603;30.0;Male;Master's Degree;Front end Developer;6.0;99363.0;Australia;Asian;State; 42.5;85.363;FT
2604;43.0;Female;Master's Degree;Senior Software Engineer;19.0;152944.0;USA;African American;Private; 47.5;148.425;FT
2605;35.0;Male;Bachelor's Degree;Back end Developer;10.0;123386.0;USA;Hispanic;Private; 42.5;50.494;FT
2606;44.0;Male;Master's Degree;Full Stack Engineer;21.0;168906.0;USA;African American;Private; 42.5;55.299;FT
2607;55.0;Female;Bachelor's Degree;Senior Project Engineer;30.0;183020.0;China;Chinese;State; 42.5;107.005;FT
2608;23.0;Male;High School;Front end Developer;1.0;47898.0;USA;African American;State; 47.5;49.349;FT
2609;39.0;Female;Master's Degree;Senior Software Engineer;14.0;135853.0;USA;Hispanic;State; 52.5;159.959;FT
2610;43.0;Male;Bachelor's Degree;Full Stack Engineer;17.0;149198.0;China;Korean;State; 42.5;67.691;FT
2611;29.0;Male;PhD;Software Engineer Manager;6.0;106662.0;Canada;Asian;State;45;111.498;FT
2612;51.0;Male;Master's Degree;Senior Software Engineer;28.0;186610.0;Canada;White;State; 42.5;120.644;FT
2613;30.0;Female;Bachelor's Degree;Senior Project Engineer;6.0;89995.0;UK;Welsh;Private; 42.5;189.843;FT
2614;26.0;Male;Master's Degree;Full Stack Engineer;4.0;85825.0;China;Chinese;State; 47.5;62.045;FT
2615;39.0;Female;PhD;Software Engineer Manager;13.0;143814.0;China;Korean;State; 47.5;124.927;FT
2616;49.0;Male;Master's Degree;Front end Developer;24.0;174726.0;UK;Asian;State; 42.5;58.622;FT
2617;42.0;Female;Bachelor's Degree;Senior Software Engineer;20.0;150534.0;UK;White;State; 47.5;136.532;FT
2618;27.0;Male;Bachelor's Degree;Back end Developer;4.0;68732.0;UK;Mixed;State; 42.5;63.43;FT
2619;43.0;Male;Master's Degree;Full Stack Engineer;21.0;187951.0;UK;White;State; 42.5;62.74;FT
2620;37.0;Female;Bachelor's Degree;Senior Project Engineer;13.0;137336.0;Australia;White;State; 42.5;100.561;FT
2621;51.0;Male;PhD;Software Engineer Manager;26.0;191159.0;China;White;Private;50;61.112;FT
2622;29.0;Female;Master's Degree;Full Stack Engineer;5.0;102868.0;China;Korean;State; 42.5;88.829;FT
2623;43.0;Male;Bachelor's Degree;Senior Software Engineer;20.0;154281.0;USA;White;Other; 47.5;72.021;FT
2624;31.0;Male;Master's Degree;Back end Developer;8.0;111535.0;Canada;Black;State; 47.5;102.249;FT
2625;30.0;Female;Master's Degree;Senior Project Engineer;6.0;107906.0;UK;Mixed;State; 47.5;100.561;FT
2626;36.0;Male;Bachelor's Degree;Full Stack Engineer;13.0;143885.0;China;White;State; 42.5;35.538;FT
2627;52.0;Female;PhD;Software Engineer Manager;27.0;180958.0;Australia;Asian;State; 47.5;88.855;FT
2628;28.0;Male;Master's Degree;Senior Software Engineer;6.0;108607.0;USA;Asian;Private; 42.5;63.43;FT
2629;49.0;Male;Bachelor's Degree;Back end Developer;24.0;178284.0;USA;Asian;Private; 42.5;66.741;FT
2630;27.0;Female;Master's Degree;Front end Developer;4.0;75969.0;Australia;White;Other; 42.5;102.249;FL
2631;41.0;Male;Master's Degree;Senior Project Engineer;15.0;143705.0;Australia;Asian;State; 42.5;113.391;FT
2632;56.0;Female;PhD;Software Engineer Manager;31.0;197354.0;UK;White;State;42;33.046;FT
2633;46.0;Male;Bachelor's Degree;Senior Software Engineer;22.0;174324.0;USA;African American;State; 42.5;41.112;FT
2634;32.0;Female;Master's Degree;Full Stack Engineer;8.0;123781.0;USA;Hispanic;Private; 42.5;88.316;FT
2635;38.0;Male;PhD;Software Engineer Manager;12.0;141735.0;China;Chinese;State; 42.5;58.694;FT
2636;52.0;Male;Master's Degree;Senior Project Engineer;28.0;187120.0;Australia;White;State; 42.5;159.55;FT
2637;24.0;Female;Bachelor's Degree;Back end Developer;1.0;61095.0;Australia;Asian;State; 47.5;72.021;FT
2638;49.0;Male;Master's Degree;Full Stack Engineer;22.0;179045.0;USA;African American;Other; 42.5;85.032;FT
2639;35.0;Female;Master's Degree;Senior Software Engineer;10.0;130355.0;Canada;Asian;State; 42.5;123.701;FT
2640;31.0;Male;Bachelor's Degree;Front end Developer;7.0;103282.0;USA;White;State; 42.5;100.561;FT
2641;44.0;Female;PhD;Software Engineer Manager;18.0;157872.0;Australia;Asian;State; 47.5;48.531;FT
2642;33.0;Male;Master's Degree;Senior Project Engineer;10.0;117314.0;UK;Mixed;State; 47.5;114.787;FT
2643;54.0;Male;Bachelor's Degree;Senior Software Engineer;30.0;186321.0;UK;Welsh;Private; 42.5;102.249;FT
2644;33.0;Female;Master's Degree;Full Stack Engineer;11.0;129686.0;USA;White;State; 42.5;67.629;FT
2645;27.0;Male;High School;Back end Developer;3.0;68611.0;UK;White;Other; 42.5;62.74;FT
2646;51.0;Female;Master's Degree;Senior Project Engineer;25.0;177913.0;UK;Asian;State; 42.5;152.61;FT
2647;26.0;Male;Master's Degree;Full Stack Engineer;3.0;68472.0;China;Korean;State; 42.5;54.339;FT
2648;31.0;Female;Master's Degree;Senior Software Engineer;6.0;113065.0;China;Korean;State;50;75.24;FT
2649;35.0;Male;Bachelor's Degree;Front end Developer;9.0;125091.0;Canada;White;State;30;94.454;FT
2650;45.0;Female;PhD;Software Engineer Manager;23.0;172925.0;UK;Mixed;State;32.5;61.112;FT
2651;32.0;Male;Master's Degree;Senior Project Engineer;9.0;126916.0;UK;Mixed;State;55;83.801;FT
2652;54.0;Male;Bachelor's Degree;Full Stack Engineer;27.0;183417.0;USA;White;State;35.5;73.046;FT
2653;26.0;Female;Master's Degree;Front end Developer;4.0;76898.0;UK;White;State;44;56.691;FT
2654;23.0;Male;PhD;Software Engineer Manager;1.0;579.0;UK;Mixed;State;48.5;66.556;FL
2655;26.0;Female;Bachelor's Degree;Software Engineer;2.0;65000.0;UK;Asian;Other;23;102.249;FT
2656;33.0;Male;Master's Degree;Data Analyst;8.0;120000.0;Australia;Asian;State;38;42.445;FT
2657;29.0;Female;Bachelor's Degree;Product Manager;4.0;90000.0;Australia;Asian;State;38.5;102.249;FT
2658;41.0;Male;PhD;Data Scientist;15.0;190000.0;Australia;White;Other;40;101.559;FT
2659;35.0;Female;Master's Degree;Software Engineer;9.0;140000.0;USA;African American;State;42.5;135.556;FT
2660;28.0;Male;Bachelor's Degree;Software Developer;3.0;75000.0;UK;Welsh;State;50;116.666;FT
2661;37.0;Female;Master's Degree;Data Scientist;11.0;160000.0;China;Korean;Other;42.5;102.249;FT
2662;33.0;Male;Bachelor's Degree;Product Manager;8.0;130000.0;China;White;State;36;53.796;PT
2663;24.0;Female;Master's Degree;Software Engineer;2.0;60000.0;UK;Mixed;State;42.5;68.905;FT
2664;46.0;Male;PhD;Director of Data Science;20.0;220000.0;Canada;Asian;State;55.5;76.728;FT
2665;29.0;Female;Bachelor's Degree;Software Developer;5.0;80000.0;Australia;Australian;Other;40;33.356;FT
2666;31.0;Male;Master's Degree;Data Scientist;7.0;130000.0;Australia;White;State;42.5;198.668;FT
2667;27.0;Female;Bachelor's Degree;Software Engineer;3.0;65000.0;Australia;Asian;State;42;36.77;FT
2668;38.0;Male;PhD;Senior Data Scientist;13.0;170000.0;Canada;Black;State;55;103556;FT
2669;30.0;Female;Master's Degree;Product Manager;6.0;110000.0;Australia;White;State;42.5;40.33;FT
2670;25.0;Male;Bachelor's Degree;Front End Developer;2.0;50000.0;USA;White;Private;44.5;76.978;FT
2671;44.0;Male;PhD;Director of Data Science;18.0;210000.0;USA;Hispanic;Private;42.5;146.66;CT
2672;33.0;Female;Master's Degree;Data Analyst;8.0;100000.0;China;White;State;44;116.666;FT
2673;22.0;Male;Bachelor's Degree;Software Engineer;1.0;50000.0;China;Korean;State;50;76.728;FT
2674;36.0;Male;Master's Degree;Product Manager;10.0;160000.0;USA;African American;State; 42.5;136.532;FT
2675;28.0;Female;Bachelor's Degree;Software Engineer;4.0;70000.0;USA;Hispanic;State; 42.5;58.151;FT
2676;41.0;Male;PhD;Senior Data Scientist;16.0;190000.0;USA;White;State; 47.5;102.249;FT
2677;34.0;Female;Master's Degree;Data Scientist;9.0;140000.0;USA;Asian;Other; 42.5;67.629;FT
2678;23.0;Male;Bachelor's Degree;Software Developer;1.0;45000.0;China;Chinese;Other;50;114.787;FT
2679;32.0;Female;Master's Degree;Product Manager;7.0;120000.0;Australia;Australian;State; 42.5;85.032;FT
2680;25.0;Male;Master's Degree;Software Engineer;2.0;60000.0;USA;African American;State; 47.5;51.079;FT
2681;37.0;Female;Bachelor's Degree;Data Analyst;11.0;150000.0;China;White;State; 47.5;113.391;FT
2682;28.0;Male;Bachelor's Degree;Software Engineer;4.0;70000.0;UK;Asian;State; 42.5;116.666;FT
2683;41.0;Female;PhD;Director of Data Science;16.0;200000.0;China;Chinese;State;45;80.904;FT
2684;34.0;Male;Master's Degree;Data Analyst;8.0;100000.0;China;Chinese;State; 42.5;75.311;FT
2685;24.0;Female;Bachelor's Degree;Software Developer;2.0;55000.0;Canada;White;State;45;87.288;FT
2686;36.0;Male;PhD;Senior Data Scientist;12.0;170000.0;Australia;White;State; 42.5;61.112;FT
2687;30.0;Female;Bachelor's Degree;Software Engineer;5.0;90000.0;USA;White;State; 47.5;72.646;FT
2688;29.0;Male;Bachelor's Degree;Front End Developer;4.0;80000.0;China;Chinese;State; 42.5;75.24;FT
2689;42.0;Male;Master's Degree;Product Manager;14.0;180000.0;Australia;Asian;Other; 47.5;140.94;FT
2690;26.0;Male;Bachelor's Degree;Software Developer;2.0;60000.0;USA;Asian;State; 47.5;39.092;FT
2691;35.0;Female;Master's Degree;Data Analyst;9.0;120000.0;USA;African American;State; 42.5;102.249;FT
2692;27.0;Female;Bachelor's Degree;Software Engineer;3.0;70000.0;Australia;Asian;State; 37.5;85.363;FT
2693;48.0;Male;PhD;Director of Data Science;18.0;210000.0;China;Chinese;State;50;148.425;FT
2694;34.0;Male;Master's Degree;Data Scientist;9.0;140000.0;USA;Hispanic;State; 42.5;50.494;FT
2695;23.0;Female;Bachelor's Degree;Software Engineer;1.0;50000.0;UK;Welsh;State;55;55.299;FT
2696;32.0;Male;Master's Degree;Product Manager;7.0;110000.0;USA;African American;State; 42.5;107.005;FT
2697;25.0;Female;Master's Degree;Software Engineer;2.0;60000.0;Australia;Australian;Private; 42.5;49.349;FT
2698;37.0;Male;Bachelor's Degree;Data Analyst;11.0;160000.0;UK;White;State; 47.5;159.959;FT
2699;28.0;Male;Bachelor's Degree;Software Engineer;4.0;75000.0;China;Chinese;State; 42.5;67.691;FT
2700;41.0;Female;PhD;Director of Data Science;16.0;200000.0;Australia;Australian;State; 47.5;111.498;FT
2701;34.0;Male;Master's Degree;Data Analyst;8.0;100000.0;Canada;Black;State; 42.5;120.644;FT
2702;24.0;Female;Bachelor's Degree;Software Developer;2.0;55000.0;USA;African American;Private;50;189.843;FT
2703;36.0;Male;PhD;Senior Data Scientist;12.0;170000.0;USA;Hispanic;Private; 42.5;62.045;FT
2704;30.0;Female;Bachelor's Degree;Software Engineer;5.0;90000.0;UK;White;State; Varies significantly;124.927;FT
2705;29.0;Male;Bachelor's Degree;Front End Developer;4.0;80000.0;China;White;Private; 42.5;58.622;FT
2706;42.0;Male;Master's Degree;Product Manager;14.0;180000.0;UK;Mixed;Other; 42.5;136.532;FT
2707;26.0;Male;Bachelor's Degree;Software Developer;2.0;60000.0;China;White;Other; 42.5;63.43;FT
2708;35.0;Female;Master's Degree;Data Analyst;9.0;120000.0;UK;Asian;State; 47.5;62.74;FT
2709;27.0;Female;Bachelor's Degree;Software Engineer;3.0;70000.0;UK;Mixed;State; 42.5;100.561;FT
2710;48.0;Male;PhD;Director of Data Science;18.0;210000.0;Canada;Asian;State; 42.5;61.112;FT
2711;34.0;Male;Master's Degree;Data Scientist;9.0;140000.0;Canada;Asian;Private; 47.5;88.829;FT
2712;23.0;Female;Bachelor's Degree;Software Engineer;1.0;50000.0;China;Korean;State; 42.5;72.021;FT
2713;32.0;Male;Master's Degree;Product Manager;7.0;110000.0;UK;Welsh;State; 47.5;102.249;FT
2714;25.0;Female;Master's Degree;Software Engineer;2.0;60000.0;USA;Asian;Private; 42.5;100.561;FT
2715;37.0;Male;Bachelor's Degree;Data Analyst;11.0;160000.0;Canada;Asian;State; 52.5;35.538;FT
2716;28.0;Male;Bachelor's Degree;Software Engineer;4.0;75000.0;Canada;Black;State; 42.5;88.855;FT
2717;41.0;Female;PhD;Director of Data Science;16.0;200000.0;Canada;Black;Other; 42.5;63.43;FT
2718;34.0;Male;Master's Degree;Data Analyst;8.0;100000.0;USA;Hispanic;State;50;66.741;FT
2719;24.0;Female;Bachelor's Degree;Software Developer;2.0;55000.0;China;White;State; 42.5;102.249;FT
2720;36.0;Male;PhD;Senior Data Scientist;12.0;170000.0;USA;White;Private; 42.5;113.391;FT
2721;30.0;Female;Bachelor's Degree;Software Engineer;5.0;90000.0;UK;Welsh;State; 47.5;33.046;FT
2722;29.0;Male;Bachelor's Degree;Front End Developer;4.0;80000.0;China;White;State; 42.5;41.112;FT
2723;42.0;Male;Master's Degree;Product Manager;14.0;180000.0;China;Korean;State; 42.5;88.316;FT
2724;26.0;Male;Bachelor's Degree;Software Developer;2.0;60000.0;USA;White;State; 47.5;58.694;FT
2725;35.0;Female;Master's Degree;Data Analyst;9.0;120000.0;China;Chinese;Private; 42.5;159.55;FT
2726;27.0;Female;Bachelor's Degree;Software Engineer;3.0;70000.0;Canada;Black;Private; 42.5;72.021;FT
2727;48.0;Male;PhD;Director of Data Science;18.0;210000.0;USA;White;State;55;85.032;FT
2728;34.0;Male;Master's Degree;Data Scientist;9.0;140000.0;Canada;Asian;State; 42.5;123.701;PT
2729;23.0;Female;Bachelor's Degree;Software Engineer;1.0;50000.0;China;Korean;State; 47.5;100.561;CT
2730;32.0;Male;Master's Degree;Product Manager;7.0;110000.0;Australia;Asian;State; 42.5;48.531;FT
2731;25.0;Female;Master's Degree;Software Engineer;2.0;60000.0;Canada;White;Private; 42.5;114.787;FT
2732;37.0;Male;Bachelor's Degree;Data Analyst;11.0;160000.0;USA;African American;State; 42.5;102.249;FT
2733;28.0;Male;Bachelor's Degree;Software Engineer;4.0;75000.0;Australia;Australian;State; 47.5;67.629;FT
2734;41.0;Female;PhD;Director of Data Science;16.0;200000.0;UK;Mixed;State; 52.5;62.74;FT
2735;34.0;Male;Master's Degree;Data Analyst;8.0;100000.0;USA;White;State; 42.5;152.61;FT
2736;24.0;Female;Bachelor's Degree;Software Developer;2.0;55000.0;Australia;Asian;Private;45;54.339;FT
2737;36.0;Male;PhD;Senior Data Scientist;12.0;170000.0;China;Chinese;State; 42.5;75.24;FT
2738;30.0;Female;Bachelor's Degree;Software Engineer;5.0;90000.0;USA;Hispanic;Private; 42.5;94.454;FT
2739;29.0;Male;Bachelor's Degree;Front End Developer;4.0;80000.0;UK;Welsh;Private; 47.5;61.112;FT
2740;42.0;Male;Master's Degree;Product Manager;14.0;180000.0;China;White;State; 47.5;83.801;FT
2741;26.0;Male;Bachelor's Degree;Software Developer;2.0;60000.0;Canada;White;State; 42.5;73.046;FT
2742;35.0;Female;Master's Degree;Data Analyst;9.0;120000.0;Australia;Asian;State; 47.5;56.691;FT
2743;27.0;Female;Bachelor's Degree;Software Engineer;3.0;70000.0;China;Korean;Private; 42.5;66.556;FT
2744;48.0;Male;PhD;Director of Data Science;18.0;210000.0;Canada;Asian;State; 42.5;102.249;FT
2745;34.0;Male;Master's Degree;Data Scientist;9.0;140000.0;China;Chinese;State; 42.5;42.445;FT
2746;23.0;Female;Bachelor's Degree;Software Engineer;1.0;50000.0;USA;Hispanic;Private;50;102.249;FT
2747;32.0;Male;Master's Degree;Product Manager;7.0;110000.0;Canada;Asian;Private; 42.5;101.559;FT
2748;25.0;Female;Master's Degree;Software Engineer;2.0;60000.0;USA;Hispanic;State; 47.5;135.556;FT
2749;37.0;Male;Bachelor's Degree;Data Analyst;11.0;160000.0;USA;White;State; 47.5;116.666;FT
2750;28.0;Male;Bachelor's Degree;Software Engineer;4.0;75000.0;Australia;Australian;Private; 47.5;102.249;FT
2751;41.0;Female;PhD;Director of Data Science;16.0;200000.0;UK;Mixed;Private; 42.5;53.796;FT
2752;34.0;Male;Master's Degree;Data Analyst;8.0;100000.0;China;Chinese;Private; 47.5;68.905;FT
2753;24.0;Female;Bachelor's Degree;Software Developer;2.0;55000.0;China;Chinese;State; 42.5;76.728;FT
2754;36.0;Male;PhD;Senior Data Scientist;12.0;170000.0;UK;White;Other; 42.5;33.356;FT
2755;30.0;Female;Bachelor's Degree;Software Engineer;5.0;90000.0;USA;African American;State; 42.5;198.668;FT
2756;29.0;Male;Bachelor's Degree;Front End Developer;4.0;80000.0;China;White;Private; 42.5;36.77;FT
2757;42.0;Male;Master's Degree;Product Manager;14.0;180000.0;China;White;State; Varies significantly;103556;FT
2758;26.0;Male;Bachelor's Degree;Software Developer;2.0;60000.0;Australia;Australian;Private; 42.5;40.33;FT
2759;35.0;Female;Master's Degree;Data Analyst;9.0;120000.0;China;Korean;Private; 42.5;76.978;FT
2760;27.0;Female;Bachelor's Degree;Software Engineer;3.0;70000.0;China;White;Private; 42.5;146.66;FT
2761;48.0;Male;PhD;Director of Data Science;18.0;210000.0;UK;Welsh;Private; 42.5;116.666;FT
2762;34.0;Male;Master's Degree;Data Scientist;9.0;140000.0;UK;Welsh;State; 47.5;76.728;FT
2763;23.0;Female;Bachelor's Degree;Software Engineer;1.0;50000.0;Australia;White;Other; 42.5;136.532;FT
2764;32.0;Male;Master's Degree;Product Manager;7.0;110000.0;USA;African American;State; 42.5;58.151;FT
2765;25.0;Female;Master's Degree;Software Engineer;2.0;60000.0;UK;Asian;State; 42.5;102.249;FT
2766;37.0;Male;Bachelor's Degree;Data Analyst;11.0;160000.0;USA;Asian;State; 47.5;67.629;FT
2767;28.0;Male;Bachelor's Degree;Software Engineer;4.0;75000.0;USA;African American;Private; 47.5;114.787;FT
2768;41.0;Female;PhD;Director of Data Science;16.0;200000.0;China;Korean;Other; 42.5;85.032;FT
2769;34.0;Male;Master's Degree;Data Analyst;8.0;100000.0;China;Korean;State; 42.5;51.079;FT
2770;24.0;Female;Bachelor's Degree;Software Developer;2.0;55000.0;USA;African American;State; 42.5;113.391;FT
2771;36.0;Male;PhD;Senior Data Scientist;12.0;170000.0;USA;African American;Other; 42.5;116.666;FT
2772;30.0;Female;Bachelor's Degree;Software Engineer;5.0;90000.0;China;Korean;State; 42.5;80.904;FT
2773;29.0;Male;Bachelor's Degree;Front End Developer;4.0;80000.0;USA;Hispanic;State;50;75.311;FT
2774;42.0;Male;Master's Degree;Product Manager;14.0;180000.0;USA;Hispanic;Private;30;87.288;FT
2775;26.0;Male;Bachelor's Degree;Software Developer;2.0;60000.0;Canada;Asian;Private;32.5;61.112;FT
2776;35.0;Female;Master's Degree;Data Analyst;9.0;120000.0;Canada;White;State;55;72.646;FT
2777;27.0;Female;Bachelor's Degree;Software Engineer;3.0;70000.0;China;Chinese;State;35.5;75.24;FT
2778;48.0;Male;PhD;Director of Data Science;18.0;210000.0;Australia;White;State;44;140.94;FT
2779;29.0;Female;Bachelor's Degree;Full Stack Engineer;6.0;103579.0;China;Chinese;State;48.5;39.092;FT
2780;45.0;Male;Master's Degree;Software Engineer Manager;19.0;163780.0;Canada;Asian;Private;23;102.249;FT
2781;36.0;Male;Bachelor's Degree;Front end Developer;12.0;137878.0;Australia;Asian;Other;38;85.363;FT
2782;30.0;Female;Master's Degree;Senior Project Engineer;4.0;92438.0;China;White;State;38.5;148.425;FT
2783;28.0;Male;Master's Degree;Full Stack Engineer;5.0;84181.0;UK;Mixed;Private;40;50.494;FT
2784;46.0;Female;PhD;Software Engineer Manager;21.0;174821.0;China;White;State;42.5;55.299;FT
2785;34.0;Male;Bachelor's Degree;Back end Developer;10.0;126520.0;China;Korean;Private;50;107.005;FT
2786;44.0;Male;Master's Degree;Senior Software Engineer;18.0;152168.0;Australia;Australian;State;42.5;49.349;FT
2787;55.0;Female;PhD;Software Engineer Manager;29.0;190543.0;UK;Welsh;State;36;159.959;FT
2788;35.0;Male;Master's Degree;Full Stack Engineer;9.0;131547.0;UK;Welsh;Private;42.5;67.691;FT
2789;54.0;Male;Bachelor's Degree;Senior Project Engineer;28.0;192292.0;UK;Asian;Private;55.5;111.498;FT
2790;23.0;Female;High School;Back end Developer;1.0;52807.0;UK;White;State;40;120.644;FT
2791;46.0;Male;Master's Degree;Senior Software Engineer;20.0;174938.0;USA;Hispanic;State;42.5;189.843;FT
2792;33.0;Female;Bachelor's Degree;Full Stack Engineer;8.0;124071.0;China;White;State; 42.5;62.045;FT
2793;26.0;Male;Master's Degree;Front end Developer;3.0;73640.0;USA;Asian;State; 42.5;124.927;FT
2794;43.0;Female;PhD;Software Engineer Manager;19.0;156486.0;China;White;State; 47.5;58.622;FT
2795;36.0;Male;Master's Degree;Full Stack Engineer;11.0;138859.0;China;White;Other; 42.5;136.532;FT
2796;23.0;Female;Bachelor's Degree;Senior Project Engineer;0.0;52831.0;Canada;White;State;50;63.43;FT
2797;49.0;Male;Master's Degree;Software Engineer Manager;23.0;182392.0;USA;Hispanic;State; 42.5;62.74;FT
2798;35.0;Female;Master's Degree;Full Stack Engineer;11.0;151078.0;Canada;Black;Other; 47.5;100.561;FT
2799;31.0;Male;Bachelor's Degree;Back end Developer;8.0;100679.0;China;Chinese;State; 47.5;61.112;FT
2800;54.0;Other;High School;Senior Software Engineer;29.0;158966.0;Canada;Black;State; 42.5;88.829;FT
2801;43.0;Male;Master's Degree;Full Stack Engineer;20.0;167924.0;Australia;Australian;Private;45;72.021;FT
2802;33.0;Female;Master's Degree;Senior Project Engineer;10.0;113334.0;China;White;State; 42.5;102.249;FT
2803;52.0;Female;PhD;Software Engineer Manager;29.0;194778.0;Canada;White;State;45;100.561;FT
2804;28.0;Male;Bachelor's Degree;Full Stack Engineer;4.0;77606.0;China;Korean;State; 42.5;35.538;FT
2805;36.0;Female;Master's Degree;Senior Software Engineer;13.0;140010.0;China;White;Private; 47.5;88.855;FT
2806;43.0;Male;Bachelor's Degree;Senior Project Engineer;20.0;142421.0;USA;White;State; 42.5;63.43;FT
2807;50.0;Female;Master's Degree;Full Stack Engineer;24.0;192756.0;China;Korean;State; 47.5;66.741;FT
2808;24.0;Male;PhD;Software Engineer Manager;1.0;106686.0;Australia;Asian;State; 47.5;102.249;FT
2809;52.0;Male;Master's Degree;Senior Software Engineer;27.0;186794.0;China;White;State; 42.5;113.391;FT
2810;46.0;Female;Bachelor's Degree;Back end Developer;19.0;150729.0;Canada;White;Private; 37.5;33.046;FT
2811;38.0;Male;Master's Degree;Full Stack Engineer;15.0;171652.0;UK;White;Private;50;41.112;FT
2812;29.0;Male;Bachelor's Degree;Senior Project Engineer;6.0;88552.0;USA;Asian;Private; 42.5;88.316;FT
2813;33.0;Female;Master's Degree;Front end Developer;9.0;119918.0;USA;Asian;State;55;58.694;FT
2814;47.0;Male;PhD;Software Engineer Manager;21.0;174985.0;China;Korean;Private; 42.5;159.55;FT
2815;45.0;Female;Master's Degree;Senior Software Engineer;23.0;174336.0;Canada;Asian;Private; 42.5;72.021;FT
2816;28.0;Male;Bachelor's Degree;Back end Developer;4.0;72389.0;Canada;White;State; 47.5;85.032;FT
2817;42.0;Female;Master's Degree;Full Stack Engineer;14.0;163978.0;China;Chinese;Private; 42.5;123.701;FT
2818;46.0;Male;Bachelor's Degree;Senior Project Engineer;25.0;166958.0;UK;Welsh;State; 47.5;100.561;FT
2819;38.0;Female;PhD;Software Engineer Manager;15.0;145052.0;USA;Asian;State; 42.5;48.531;FT
2820;54.0;Male;Master's Degree;Senior Software Engineer;32.0;195270.0;China;White;State;50;114.787;FT
2821;33.0;Female;Master's Degree;Full Stack Engineer;8.0;122970.0;Canada;White;Other; 42.5;102.249;FT
2822;27.0;Male;High School;Back end Developer;4.0;80247.0;Australia;White;State; Varies significantly;67.629;FT
2823;50.0;Female;Bachelor's Degree;Senior Project Engineer;25.0;177862.0;UK;Mixed;State; 42.5;62.74;FT
2824;26.0;Male;Master's Degree;Full Stack Engineer;4.0;91062.0;USA;African American;Other; 42.5;152.61;FT
2825;31.0;Female;Master's Degree;Senior Software Engineer;6.0;114290.0;Australia;Asian;Private; 42.5;54.339;FT
2826;35.0;Male;Bachelor's Degree;Front end Developer;10.0;128999.0;China;Korean;State; 47.5;75.24;FT
2827;44.0;Female;PhD;Software Engineer Manager;18.0;162454.0;China;White;State; 42.5;94.454;FT
2828;32.0;Male;Master's Degree;Senior Project Engineer;8.0;122354.0;USA;African American;Private; 42.5;61.112;FT
2829;54.0;Male;Bachelor's Degree;Full Stack Engineer;25.0;179756.0;UK;Welsh;State; 47.5;83.801;FT
2830;26.0;Female;Master's Degree;Front end Developer;3.0;73218.0;Canada;White;State; 42.5;73.046;FT
2831;23.0;Male;PhD;Software Engineer Manager;0.0;52612.0;UK;Mixed;State; 47.5;56.691;FT
2832;48.0;Female;Master's Degree;Senior Software Engineer;24.0;184480.0;Canada;Black;Private; 42.5;66.556;FT
2833;38.0;Male;Bachelor's Degree;Back end Developer;12.0;132442.0;UK;Welsh;Private; 52.5;102.249;FT
2834;30.0;Female;Master's Degree;Full Stack Engineer;5.0;102828.0;Australia;White;State; 42.5;42.445;FT
2835;40.0;Male;Master's Degree;Software Engineer Manager;16.0;150301.0;Canada;Asian;Private; 42.5;102.249;FT
2836;45.0;Female;Bachelor's Degree;Senior Project Engineer;22.0;171468.0;China;Korean;Private;50;101.559;FT
2837;36.0;Male;Master's Degree;Full Stack Engineer;13.0;147326.0;UK;Asian;Private; 42.5;135.556;FT
2838;52.0;Male;PhD;Software Engineer Manager;26.0;185982.0;China;White;Private; 42.5;116.666;FT
2839;31.0;Female;Bachelor's Degree;Senior Software Engineer;7.0;108267.0;Canada;White;State; 47.5;102.249;FT
2840;26.0;Male;Master's Degree;Full Stack Engineer;4.0;91397.0;UK;Welsh;Private; 42.5;53.796;FT
2841;30.0;Female;Master's Degree;Senior Project Engineer;5.0;100867.0;China;Chinese;Private; 42.5;68.905;FT
2842;24.0;Male;Bachelor's Degree;Back end Developer;2.0;64182.0;China;White;Private; 47.5;76.728;FT
2843;45.0;Male;Master's Degree;Senior Software Engineer;22.0;182506.0;UK;Asian;Private; 42.5;33.356;FT
2844;33.0;Female;Master's Degree;Full Stack Engineer;9.0;136986.0;Australia;White;Private; 42.5;198.668;FT
2845;38.0;Male;Bachelor's Degree;Front end Developer;11.0;136662.0;Australia;Australian;Private;55;36.77;FT
2846;54.0;Female;PhD;Software Engineer Manager;32.0;191510.0;USA;White;Private; 42.5;103556;FT
2847;42.0;Male;Master's Degree;Full Stack Engineer;19.0;177347.0;UK;Asian;Private; 47.5;40.33;FT
